"id.geno","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","haplo.qtl"
"ICC10466",0,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC10466",0,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC1052",0,3,3,4,2,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,1,4,3,3,4,3,2,"9"
"ICC1052",0,3,3,4,2,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,1,4,3,3,4,3,2,"17"
"ICC10673",2,3,3,0,2,4,2,3,4,3,1,1,0,0,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"17"
"ICC10673",2,3,3,0,2,4,2,3,4,3,1,1,0,0,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"18"
"ICC10685",0,3,3,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"5"
"ICC10685",0,3,3,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"8"
"ICC10685",0,3,3,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"11"
"ICC10685",0,3,3,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"13"
"ICC1083",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC1083",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC10939",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC1098",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC1098",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC11121",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC11121",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC11498",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC11498",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC1161",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC1161",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC11627",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC11627",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC11819",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC1194",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC1194",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC12037",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC12037",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC1205",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC1205",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC12155",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC12155",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC12299",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC12299",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC12492",0,3,3,4,4,2,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"11"
"ICC12492",0,3,3,4,4,2,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"13"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"12"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"19"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"20"
"ICC13077",0,3,0,2,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"22"
"ICC13461",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC13461",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC13524",0,3,3,4,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"5"
"ICC13524",0,3,3,4,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"8"
"ICC1356",2,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC1356",2,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC13599",0,3,3,4,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"5"
"ICC13599",0,3,3,4,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"8"
"ICC13764",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC13764",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC13764",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC13764",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC13816",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"ICC13816",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC1392",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC1392",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC14098",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"5"
"ICC14098",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"8"
"ICC14098",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"24"
"ICC14778",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC14778",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC14799",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC14799",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC1510",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC1510",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC15610",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC15610",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC15612",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC15612",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC15618",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC15618",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC15868",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC15868",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC16524",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC16524",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC16796",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC16796",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC16915",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC16915",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC1715",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC1715",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC18724",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC18724",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC18724",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC18724",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC18858",4,3,3,0,4,4,2,3,4,3,1,1,2,3,0,0,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC18858",4,3,3,0,4,4,2,3,4,3,1,1,2,3,0,0,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC18983",4,3,3,0,2,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"7"
"ICC18983",4,3,3,0,2,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC18983",4,3,3,0,2,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC19122",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC19122",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC19147",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC19147",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC19147",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC19147",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC19164",0,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC19164",0,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC19164",0,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC19164",0,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC19226",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC19226",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC20261",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC20261",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC20265",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"ICC20265",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC20265",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"25"
"ICC2242",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC2242",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC2263",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC2263",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC2263",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC2263",4,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC2277",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC2277",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC2507",0,3,3,2,4,4,0,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"6"
"ICC2507",0,3,3,2,4,4,0,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"10"
"ICC2629",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC2629",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC2737",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC2737",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC283",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC283",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC2969",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC2969",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC2990",0,3,3,2,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"6"
"ICC2990",0,3,3,2,4,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"10"
"ICC3362",0,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC3362",0,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC3362",0,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC3362",0,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC3631",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC3631",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC3761",0,3,3,2,2,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"18"
"ICC3761",0,3,3,2,2,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"21"
"ICC3892",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,0,2,4,1,4,3,3,4,3,2,"18"
"ICC3892",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,0,2,4,1,4,3,3,4,3,2,"21"
"ICC3946",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC3946",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC4463",2,3,0,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,2,4,1,4,3,3,4,0,2,"8"
"ICC4463",2,3,0,4,4,0,2,3,4,3,1,1,2,3,0,3,4,3,3,2,4,1,4,3,3,4,0,2,"11"
"ICC4567",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC4567",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC4593",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,0,2,4,1,4,3,3,4,3,2,"5"
"ICC4593",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,0,2,4,1,4,3,3,4,3,2,"8"
"ICC4657",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"ICC4657",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC4657",4,3,0,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"25"
"ICC4814",4,3,3,0,4,4,2,3,4,3,1,1,0,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"3"
"ICC4814",4,3,3,0,4,4,2,3,4,3,1,1,0,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"5"
"ICC4814",4,3,3,0,4,4,2,3,4,3,1,1,0,3,0,3,4,3,3,0,4,1,4,3,3,4,3,2,"10"
"ICC4991",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC4991",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC4991",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC4991",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC506",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC506",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC5135",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC5135",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC5221",4,3,1,0,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"12"
"ICC5221",4,3,1,0,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"20"
"ICC5221",4,3,1,0,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"25"
"ICC5337",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC5337",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC5504",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"18"
"ICC5504",0,3,3,2,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"21"
"ICC5613",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC5613",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC5878",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC5878",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC6279",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC6279",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
